query	title	neg_title
教育实习后的专业认同变化研究	教育实习对学前教育本科生职业选择的影响教育实习,学前教育本科生,职业选择,质性研究	加强职业认同教育提高口腔医学技术专业学生对口就业率的对策研究与实践口腔医学技术,义齿行业,职业认同,对口就业率,对策
(抗乳腺癌药物) Date:2016-2021	间充质干细胞膜仿生纳米药物制备及抗乳腺癌实验研究间充质干细胞膜,仿生,纳米药物,阿霉素,乳腺癌	抗体偶联药物在乳腺癌治疗中的研究进展乳腺癌;抗体偶联药物;T-DM1;DS-8201;IMMU-132
生态文明矿业	新时代生态文明矿山建设管理体系构建与实践生态文明矿山;管理体系	新时期国土空间矿山生态修复规划研究:以南宁市为例生态文明;废弃矿山;国土空间生态修复;城市生态规划;系统治理
机构投资者公司治理	上市公司股票机构投资者羊群行为的经济效应研究机构投资者,羊群行为,企业经济绩效,LSV模型	公司治理异质性与商业银行风险约束效率股权结构,投资者异质性,效率优化
青年使命	"""五四精神""下的青年使命与担当作为""五四精神"",青年使命,担当作为"	新时代背景下青年创业的时代使命及推进路径新时代,青年创业,时代使命,推进路径
作者:朱良	页岩气开发管理模式探讨页岩气,开发管理,现状分析,特性研究,模式探讨	关于应用区块链助力吉林省中小微企业融资的研究区块链;中小微企业;供应链金融
关键词:莎士比亚 悲剧 人文主义	再论哈姆莱特并非人文主义者哈姆莱特,人文主义,人文主义者,戏剧文本分析	莎士比亚历史剧中的历史观莎士比亚,历史剧,历史观,人文主义
红细胞分布宽度 胃癌	胃癌患者手术前后红细胞分布宽度的差异及对预后的判断价值胃癌;红细胞分布宽度;总体生存期;无病生存期	胃癌患者血常规和血生化指标的变化及相关肿瘤标志物在胃癌诊断中的价值胃癌,糖类抗原,中性粒细胞与淋巴细胞比值
网络意见领袖对大学生	新媒体视域网络意见领袖对大学生影响的现状与对策研究 ——以广东某大学为例新媒体,网络意见领袖,大学生,实证分析,对策	高校网络舆情中“意见领袖”对大学生的影响及引导网络舆情,意见领袖,大学生,影响,引导
介电弹性材料	炭黑/硅橡胶介电弹性体复合材料的制备研究硅橡胶,炭黑,介电弹性体,介电性能,模量	频率对VHB4910介电弹性体材料介电性能的影响介电弹性材料,介电常数,Cole-Cole,VHB4910,频率
烧伤护理中人文关怀的应用效果	烧伤护理中人文关怀的应用效果探讨烧伤护理,人文关怀,应用效果	人文关怀护理在面部烧伤患者治疗中的应用及效果人文关怀,面部烧伤,护理,治疗
PE模型	基于PE模型的电波传播特性预测技术研究PE模型,电波传播,传播仰角,传输损耗	"基于PE模型的电波传播特性预测技术研究PE模型,电波传播,传播仰角,传输损耗
"
小学数学作业设计	提高小学数学作业设计有效性探讨小学数学;作业设计;有效性	小学数学作业设计的主要问题及改进路径作业设计;数学;主要问题;改进路径;小学生
驳马克思过时论	对改革开放四十年以来一些歪曲马克思主义的主要错误思潮的驳析改革开放四十年,马克思主义,错误思潮,驳析	伊格尔顿自然生态观及其实践意义伊格尔顿,自然生态观,实践意义
作者:刘克娇	探讨不同剂量米非司酮治疗子宫肌瘤的临床效果及不良反应子宫肌瘤;米非司酮;不同剂量;不良反应;临床效果	"探讨不同剂量米非司酮治疗子宫肌瘤的临床效果及不良反应子宫肌瘤;米非司酮;不同剂量;不良反应;临床效果
"
作者单位:淮南 初中语文	初中语文课堂教学中微课的运用实践探讨初中语文,课堂教学,微课教学	基于初中语文“自读文”教学浅探初中语文;自读篇目;教学方法
光盘存储技术	高校图书馆随书光盘云存储服务模式研究云储存,随书光盘,高校图书馆,系统前言	DNA信息存储:生命系统与信息系统的桥梁合成生物学;数字信息存储;DNA合成;DNA测序;信息编码
"关键词:""交互设计"""	情感记忆在交互设计中的价值与应用情感记忆,交互设计,直觉化交互,自然感知,情感满足	"基于Unity3D的虚拟漫游系统虚拟现实,unity3D,漫游系统,虚拟校园,交互设计
"
脓毒症脑病	脓毒症相关性脑病:现状与展望脓毒症;脓毒症相关性脑病	CXC趋化因子受体2(CXCR2)参与脓毒症脑病小鼠脑内皮细胞激活并介导中性粒细胞迁移脓毒症脑病,脑内皮细胞激活,中性粒细胞,CXC趋化因子受体2(CXCR2)
维生素D3软胶囊	反相高效液相色谱(RP-HPLC)系统分析维生素D3软胶囊(油性基质)异构体,油性基质,保留行为,反相高效液相色谱(RP-HPLC),维生素D3,软胶囊	二维液相色谱法测定维生素D2软胶囊中速甾醇的含量二维液相色谱法,速甾醇,维生素D2软胶囊,主成分自身对照法
(我国食品工业发展现状) 关键词:食品	我国食品安全风险评估现状分析食品安全;风险评估;发展现状;对策	我国食品质量安全管理现状及优化措施食品质量安全,管理现状,问题,改进,优化
高能点火	稀薄燃烧结合高能点火对高压缩比汽油机小负荷工况燃油经济性的影响稀薄燃烧;高能点火;高压缩比;燃油经济性;数值模拟	高能点火对汽油发动机燃烧稳定性的影响分析高能量点火,燃烧稳定性,冷起动,燃烧速率,循环变动
根瘤菌发酵	根瘤菌胞外多糖的分离纯化及组分分析根瘤菌,胞外多糖,分离纯化,组分分析	根瘤菌多糖的发酵优化及抗肿瘤活性根瘤菌,胞外多糖,培养基优化,体外实验,抗肿瘤活性
(压力性溃疡) Date:2018-*	手术患者发生压疮的手术室相关危险因素分析及护理策略压力性溃疡,手术室护理,危险因素	幽门螺杆菌胃炎的诊断与治疗胃炎,幽门螺杆菌,国际疾病分类法,ICD-11,诊断,治疗
间充质干细胞治疗支气管肺发育不良	脐带间充质干细胞移植防治早产儿支气管肺发育不良的临床研究脐带间充质干细胞,移植,早产儿支气管肺发育不良,防治	间充质干细胞治疗支气管肺发育不良的研究进展间充质干细胞,支气管肺发育不良,抗炎,再生修复,旁分泌
高校发展战略规划	地方高校发展战略规划的有效性及影响因素探析地方高校,发展战略规划,有效性	高校发展战略规划面临的问题及对策探析高校,战略规划,问题,对策
子宫肌瘤 垂体后叶素	在腹腔镜子宫肌瘤剔除术中使用不同剂量的垂体后叶素联合缩宫素对患者进行止血治疗的效果对比垂体后叶素;缩宫素;腹腔镜子宫肌瘤剔除术;心率;收缩压	垂体后叶素在腹腔镜下子宫肌瘤剔除术中的止血效果和可行性垂体后叶素,腹腔镜,子宫肌瘤剔除术,应用效果
颅咽管瘤免疫组化	钙网膜蛋白在成釉细胞型颅咽管瘤钙化形成中的作用和机制研究钙网膜蛋白,成釉细胞型颅咽管瘤,钙化	颅咽管瘤组织炎症和CD45表达及意义颅咽管瘤,组织炎症,白细胞共同抗原
行政 财务决策	行政事业单位财务共享服务模式构建策略行政事业单位,财务共享服务模式,内部控制	夯基础抓细节多举措提高国有资产报告质量国有资产报告,责任意识,数据质量,信息应用
猕猴桃加工	软枣猕猴桃酒酿造研究进展软枣猕猴桃果酒;生产工艺;品质评价	利口猕猴桃酒加工技术猕猴桃,利口酒,发酵,蒸馏,猕猴桃果酒
溴化锂吸收式热泵	双效溴化锂吸收式热泵余热回收系统数值模拟研究余热回收,吸收式热泵,数值模拟,性能系数	ASPEN模拟参数变化对吸收式热泵性能的影响油田污水;余热回收;吸收式溴化锂热泵;热泵性能系数
南昌大学新闻与传播学院	移动传播范式下用户主导型知识协作的运作与思考社交媒体;用户主导;知识协同;共契	21世纪以来台湾地区新闻传播学研究管窥——基于《新闻学研究》的文本分析台湾地区;新闻传播学;内容分析;研究状况
网络游戏 治理	青少年网络成瘾对亲子冲突的影响:认知偏差的中介作用网络成瘾;认知偏差;亲子冲突	沉迷网络游戏对青少年犯罪的影响及对策研究青少年犯罪;网络游戏;社会治理
作者单位:桂林市乐群小学	让学生顺利实现由读到写的迁移——以《母鸡》一文的教学为例读,写,文本内容,写作手法,《母鸡》	让学生顺利实现由读到写的迁移——以《母鸡》一文的教学为例读,写,文本内容,写作手法,《母鸡》
过敏性结肠炎	儿童过敏性结肠炎33例诊治分析过敏性结肠炎,儿童,内窥镜,治疗	冬病夏治穴位贴敷的临证应用研究冬病夏治,穴位贴敷,临床应用,研究进展
车货匹配	区块链技术在车货匹配平台上的应用车货匹配平台,监管机制,区块链技术,信任度	公路整车货物运输车货匹配优化公路运输,整车运输,车货匹配,双边匹配,优化模型
阿不力米提·买买提	腰大池引流术在结核重症病房的应用持续腰大池引流,脑脊液,结核性脑膜炎	单侧全膝人工关节置换术后引流选择的随机对照研究关节成形术,置换,膝,引流术,前瞻性研究
脑卒中康复指南	早期康复护理干预对脑卒中偏瘫患者肢体功能及生活质量的影响脑卒中偏瘫,早期康复护理,肢体功能,生活质量	早期康复护理干预对脑卒中偏瘫患者肢体功能及生活质量的影响脑卒中偏瘫,早期康复护理,肢体功能,生活质量
关键词:驴皮记	巴尔扎克小说中的浪漫主义倾向巴尔扎克,浪漫主义,神秘主义	"《驴皮记》中运动与静止的二元对立《驴皮记》,运动,静止
"
原始艺术线的运用	"东方绘画艺术的美学特征东方绘画艺术,延迟模仿,正面律,象征性,""线的艺术"""	论线在东西方绘画中的运用线,东西方绘画,运用,造型,效果
作者:方师师	TikTok上的媒体圈子:自由、混合与固化TikTok,媒体倾向,记者账号,社会化内容生产,政治传播	搜索引擎中的新闻呈现:从新闻等级到千人千搜搜索引擎,新闻等级,搜索引擎优化,千人千搜,社会意义
杜仲胶弹性体	天然杜仲胶的环氧化改性杜仲胶,环氧化改性,溶液法,甲酸,环氧度,熔融-结晶行为	环氧化杜仲胶增韧改性聚乳酸的性能聚乳酸,环氧化杜仲胶,增韧改性,热性能,力学性能,微观形貌
多晶  分子动力学	纳米多晶铜单点金刚石切削亚表层损伤机理多晶铜,纳米切削,晶界,亚表层损伤,位错缺陷演化	微观尺度下晶粒尺寸和冷却速率对多晶NiTi合金相变温度的影响形状记忆合金,相变温度,冷却速率,分子动力学
并网逆变器不对称故障	微网逆变器VSG离并网切换及故障处理微网,虚拟同步发电机,预同步,无缝切换,多机并联	三相四桥臂逆变器不对称故障穿越限流控制及电网电压支撑改进策略不对称故障,三相四桥臂逆变器,限流控制,改进无功注入曲线,电网电压支撑,功率波动抑制
南方暴雪	2008年雪灾与自然灾害预警机制的建立雪灾,抵御能力,预警机制	公共危机的财政应急机制探讨公共危机,公共财政,应急反应机制
美国警察枪击	暴恐背景下警察防卫权研究——以“弗格森枪击案”为视角弗格森枪击案,暴恐,警察防卫权	暴恐背景下警察防卫权研究——以“弗格森骚乱”为视角弗格森枪击案,暴恐,警察防卫权
开花基因FT	植物开花时间的遗传调控通路研究进展开花基因,开花时间,适合度,遗传调控,遗传通路	基于转录组的金花茶PEBP基因家族的鉴定及分析PEBP基因家族;金花茶;保守基序;进化分析;表达量分析
烘焙创业	"大学生创业教育""个性""私家烘培产品微信平台实践研究大学生,创业教育,私家烘焙产品,微信平台"	“烘焙食品加工技术”探究性课堂教学模式实践烘焙食品加工技术,探究性教学,实践,建议
((二氢槲皮素) 关键词:提取 ) Date:1980-2018	落叶松中二氢槲皮素的提取及鉴定二氢槲皮素,落叶松,萃取,鉴定	落叶松中二氢槲皮素的提取及稳定性二氢槲皮素,落叶松,提取工艺,稳定性
退休工伤	关于退休返聘人员工伤认定的问题研究退休返聘,工伤认定,劳动关系,劳务关系	超龄农民工工伤认定分歧及其制度应对超龄农民工,法定退休年龄,劳动关系,工伤保险
供应链风险	基干供应链视角的食品安全风险研究述怦食品安全,食品安全风险,供应链	供应链风险因素的识别与防范探析供应链,风险因素,防范策略
题名:作业成本 病种	基于作业成本法的PIVAS项目成本核算应用探讨作业成本法,作业模型,间接成本分摊,PIVAS	基于作业成本法的病种成本核算模型研究进展综述作业成本法;病种成本;核算模型;综述
民族文化幼儿园课程建设	论民族地区幼儿园课程文化创新:特征、制约因素与策略幼儿园课程文化,价值引导力,民族文化传承	多元民族文化教育视野下少数民族地区幼儿园课程现状浅析--基于课程创生理念引发的思考多元文化教育,幼儿课程,课程创生
翻译策略	翻译美学在广告中的应用策略翻译,广告语言,美学,语意	从文化视角探索中英翻译策略文化视角;翻译;翻译策略
双碳经济	"""双碳""目标下推动经济社会发展绿色低碳转型的挑战和路径碳达峰,碳中和,合生自组织,双替代,双脱钩,清洁能源,绿色可持续"	推动LNG在交通领域高质量发展的策略——以成渝地区双城经济圈为例天然气汽车;用气生态链;商业生态系统;市场培育;天然气行业高质量发展示范区;成渝地区双城经济圈
武汉中小学生体质	1985-2014年武汉市城乡中小学生身体素质差异的变化趋势儿童,青少年,学生/生长和发育,身体素质	能量平衡相关行为在中小学生睡眠和肥胖之间的中介效应分析肥胖,睡眠,能量平衡相关行为,中介效应
汽车尾气	汽车尾气中NOx污染物催化脱除机理研究汽车尾气;NOx污染物;铈基催化剂;催化脱除	拉萨市机动车尾气排放因子研究机动车,尾气排放,实测,拉萨市
DCDC转换器	一种用于DCDC的软启动电路DCDC转换器,软启动,浪涌电流,过冲电压	基于伪PLL的DCDC转换器自适应斜坡补偿电路斜坡补偿,伪PLL,时钟同步,DCDC转换器
杨起群   桂林师范高等专科学校	农村小学全科教师定向培养师范生师德养成平台搭建——以桂林师范高等专科学校为例师德,小学全科教师,免费师范生	谈小学生创造性思维能力的培养数学教学,培养,创造性思维,能力
电场强化传热	外加电场对弱导电工质管外沸腾传热强化的实验研究强化传热,沸腾传热,弱导电工质,电场	电场强化微槽道结构蒸发器传热特性的实验研究电动力学,微槽道,蒸发/ 沸腾,强化换热
微生物在啤酒发酵中的控制	关于控制啤酒乙醛含量的研究进展啤酒,乙醛,风味改良,代谢工程	啤酒酿造过程中微生物控制研究啤酒,酿造,微生物,控制
岗位胜任力模型构建	护士个案管理师岗位胜任力模型构建的质性研究护士个案管理师,高级实践护士,个案管理,岗位胜任力,质性研究	年轻临床医师岗位胜任力模型构建探析卓越医师,核心能力,岗位胜任力,模型
共产党宣言社会发展当代价值	《共产党宣言》的理论及其当代价值《共产党宣言》,无产阶级政党	马克思的世界历史思想及其当代价值——以《1844年经济学哲学手稿》《德意志意识形态》《共产党宣言》为例世界历史,《共产党宣言》,全球化
苦参软膏	萎缩性阴道炎应用乳酸菌阴道胶囊联合苦参软膏治疗的临床效果研究萎缩性阴道炎,乳酸菌阴道胶囊,苦参软膏	复方苦参软膏的制备及其治疗兔疥螨病疗效观察复方苦参软膏,兔,疥螨
第三利润源	物流企业可持续发展与经济景气程度的相关性研究:基于企业生命周期视角经济景气程度,企业生命周期,物流企业,经济周期,可持续发展	集装箱多式联运物流安全管理及应对措施集装箱;多式联运;安全管理;应对措施
电子商务运作中的信息安全问题分析	电子商务中计算机安全技术的运用研究电子商务,计算机安全技术,安全技术与机制,运用,措施	网络安全技术初探计算机网络,安全防护,信息安全
吉林肉牛	国外畜牧业扶持政策对吉林省肉牛业发展的启示吉林省,肉牛业,扶持政策	吉林省肉牛和生猪产业发展对策研究肉牛,生猪,市场,吉林省
光催化制氢	C12A7-Mg催化剂水蒸汽重整生物油、石脑油和CH4制氢C12A7-Mg,生物油,石脑油,CH4,催化水蒸汽重整,氢气	增大石墨相氮化碳层间距提升光催化制氢性能石墨相氮化碳,层间距,微波加热,光催化制氢
减税政策对实体经济	特朗普政府减税政策的影响及对策里根减税,特朗普减税,贸易摩擦,财富管理	减税能缓解经济“脱实向虚”吗?——来自上市公司的证据金融化,减税,实际税率,实体经济
(关键词:强化学习) 关键词:多无人机	多机器人系统强化学习研究综述多机器人系统,强化学习,马尔科夫决策过程,计算复杂度,不确定性	多机器人系统强化学习研究综述多机器人系统,强化学习,马尔科夫决策过程,计算复杂度,不确定性
俄罗斯军事实力	俄罗斯第五军区的组建动因及战略任务第五军区,北方舰队,北极地区	"新海洋政策下土耳其出兵利比亚及其影响中东国际关系;土耳其;东地中海;""蓝色家园"";利比亚军事行动"
聚集诱导发光和探针	脂筏特异性AIE荧光探针的设计、合成及其应用脂筏,荧光探针,聚集诱导发光,胆固醇	聚集诱导发光型荧光探针的pH响应研究pH荧光探针,荧光光谱,酸度系数,蒽衍生物
(作者单位:哈尔滨市中医医院) 作者:李姣	国医大师卢芳运用抑免汤联合熏洗方治疗湿疹经验抑免汤;中药熏洗;湿疹;临床经验	心血管神经症中医药治疗进展心血管神经症,中医药治疗,综述
消费主义陷阱	"当代青年""精致生活""的表现、成因及引导青年,精致生活,消费社会,拜物教"	数字帝国主义时代的文化安全风险及其应对数字帝国主义;文化安全;文化主权;文化认同
新药开发过程	治疗小细胞肺癌新药——芦比替定(lurbinectedin)芦比替定;lurbinectedin;小细胞肺癌;海鞘素衍生物;罕用药	思政元素有机融入《新药研究与开发》课程教学分析和实践新药研究与开发;课程思政;育人;高等教育;教学理念
垂直分布	济源市王屋山地区乔木物种多样性的垂直分布格局物种多样性;垂直分布;乔木;多样性指数;均匀度指数;河南济源;王屋山地区	济源市王屋山地区乔木物种多样性的垂直分布格局物种多样性;垂直分布;乔木;多样性指数;均匀度指数;河南济源;王屋山地区
Ag3PO4制备方法	Ag/Ag3 PO4等离子体共振光催化剂的制备及其在可见光下的催化性能光催化,Ag3PO4,等离子共振	Ag3PO4增强TiO2光催化活性研究沉淀法,银杏叶,亚甲基蓝,钛酸丁酯
天麻种子萌发	昭通天麻种子萌发菌的筛选天麻,萌发菌,筛选,昭通	胁迫条件对天麻种子共生萌发的影响天麻种子,共生萌发,低温胁迫,盐胁迫
电化学性能表征	ZnO超细纳米线阵列的制备及其电化学性能锂离子电池,负极材料,电化学性能,氧化锌,水热法	表面Co2CrO4电化学转化为CoOOH/CrOOH及其增强电催化析氧中的性能CoOOH/CrOOH-Co2CrO4纳米片,阳极演化,电化学催化,析氧反应,转化频率
wto非歧视原则	我国最惠国及国民待遇实践与WTO非歧视原则的协调WTO,非歧视原则,实践,协调	WTO非歧视原则在《政府采购协议》中的适用世界贸易组织,非歧视原则,政府采购协议,最惠国待遇,国民待遇
晚期胰腺癌靶向治疗	PARP抑制剂在肿瘤中的治疗现状及展望PARP抑制剂;BRCA突变;同源重组缺陷;耐药性;安全性	胰腺癌诊断及治疗的现状与展望胰腺肿瘤;诊断;治疗;进展
海底管道修复技术	恶劣海况下海底管道带压开孔作业辅助结构设计与安装技术研究恶劣海况,海底管道,带压开孔,辅助支架,屋顶式吊装框架	基于Orcaflex的海底管道提拉上船动态模拟应用管道,提拉上船,Orcaflex,动态模拟
(作者单位:红河) 关键词:小学	借助信息技术促进小学数学教学变革信息技术,促进,小学数学,教学变革	谈小学道德与法治课堂教学策略小学;道德与法治;课堂教学;策略
(化学熏蒸) 关键词:连作	苹果连作障碍土壤微生物的研究进展苹果,连作障碍,有害真菌,微生物群落	苹果连作障碍土壤微生物的研究进展苹果,连作障碍,有害真菌,微生物群落
作者:李梦頔	补益药治疗抑郁症研究进展补益药,抑郁症,综述	浅议“和法”在失眠中的应用失眠,“和法”,调和脾胃,调和阴阳,调和营卫,调和气血,调和少阳,调和情志
"“毛琛” AND ""南方医科大学"""	新型冠状病毒肺炎相关歧视现状调查新型冠状病毒肺炎,歧视,湖北,学生	"""全科医学+""医共体模式在新型冠状病毒肺炎疫情防控中的优势分析新型冠状病毒肺炎,医共体,全科医学,网格化管理,疫情防控"
农民工实名制	建筑业农民工实名制管理的做法农民工,实名制,e路筑福	浅谈建设领域农民工实名制管理建设领域,农民工,实名制,管理
胃管固定并发症效果	活结系于单侧鼻导管固定留置胃管的临床效果观察留置胃管,单侧鼻导管,活结,固定,脱管,舒适度,满意度	改进留置胃管固定法与常规胶布胃管固定法的应用效果比较留置胃管,常规胶布,固定方法,比较
人与自然生命共同体的中国方案	"全球气候治理的中国角色——人与自然生命共同体的视角全球气候治理;中国角色;人与自然生命共同体;人类命运共同体;""一带一路"""	习近平人与自然生命共同体理念的马克思主义哲孝底蕴习近平,人与自然生命共同体,马克思主义,哲学底蕴
动画片对幼儿语言	动画片对幼儿语言发展的作用探讨动画片,幼儿语言发展,作用探讨	浅析动画片对幼儿语言教育的影响动画片,幼儿语言,影响
法律规制的必要性	浅谈民间融资法律规制的必要性及建议民间融资,合法性,法律规制必要性	我国网络视听法律规制:WTO“必要性”司法检验下的审视与思考WTO“必要性”司法检验,一般例外条款,网络视听法律规制
梁柱节点受力性能	增大柱截面加固法对梁柱节点受力性能的影响增大柱截面加固法,梁柱节点,受力性能	增大柱截面加固法对梁柱节点受力性能的影响增大柱截面加固法,梁柱节点,受力性能
非接触心率检测系统	呼吸、心率的雷达式非接触检测系统设计与研究呼吸,心率,非接触检测	基于多普勒效应雷达的非接触实时体征信息检测系统雷达,体征信息,心率监测,呼吸监测,体动监测,非接触测量
幼儿游戏化	浅谈幼儿园区域活动游戏化的现状与对策幼儿园,区域活动,游戏化,现状,策略	幼儿游戏化教学策略实践研究幼儿,游戏化教学,实践
全球粮食危机与中国粮食安全	新冠肺炎疫情下进口限制措施对农业贸易的影响与思考新冠肺炎疫情,农产品贸易,进口限制,合理性,贸易保护主义	疫情应对中农户生计与粮食安全疫情,小农社会,农户生计,粮食安全
激发旅游动机	浅析如何激发旅游者的旅游动机旅游者,旅游动机,激发	ARCS动机模型视角下的中职旅游专业教学策略探讨ARCS动机模型;中职旅游专业;教学策略
未成年人性侵	性侵害男性未成年人的法律思考性侵害,男性未成年人,法律思考	未成年人性侵救助存在的问题及对策研究未成年人,性侵害,救助
门诊退费管理	医院收费部门内部控制实践与策略医院收费部门,内部控制,策略	医院预付费模式下移动支付的实践与探索移动支付,预付费模式,单边账
新生儿、穿孔、术后管理	13例新生儿胃穿孔诊治结果分析新生儿,胃穿孔,消化道畸形,外科手术,预后	胃肠穿孔新生儿患者的护理新生儿,胃肠穿孔,护理
人民币国际化对我国商业银行的影响	人民币国际化对我国商业银行的影响人民币国际化,商业银行,存款规模,中间业务,风险管理	浅谈人民币国际化对我国中小商业银行的影响及对策人民币,国家化,中小商业银行
居民出行方式 城市规划	广州市居民出行方式结构变化的启示国内城市,居民,出行方式结构,管理,广州	基于居民出行方式结构变化的城市停车供应策略研究——以广州市停车配建指标修订为例出行方式,停车指标,停车供应策略
低温离子凝胶	具有抗冻特性的水凝胶电解质的制备及其在固态超级电容器中的应用大豆蛋白;聚乙烯醇;水凝胶电解质;超级电容器;抗冻性能	双金属离子交联海藻基抗冻水凝胶的制备海藻酸钠,水凝胶,抗冻性,压缩强度,拉伸率
spr术后康复	悬吊运动训练对痉挛型双瘫患儿选择性脊神经后根切断术后步行能力的影响痉挛型双瘫;选择性脊神经后根切断术;悬吊运动训练;粗大运动功能;步行能力	椎板间入路脊神经后根切断术治疗下肢痉挛性瘫痪椎板间入路;下肢痉挛性瘫痪;脊神经后根切断术
(刑事诉讼 电子证据) Date:2018-2021	刑事诉讼中电子证据的鉴真途径及反思电子证据,鉴真,建议	论刑事诉讼中的大数据证据大数据证据,证据种类,审查判断
运动强度 老年	不同运动强度的健步走对老年男性心血管功能的影响运动疗法,心血管系统,功能恢复,老年人,男性	不同运动强度的健步走对老年男性心血管功能的影响运动疗法,心血管系统,功能恢复,老年人,男性
颅脑MRI特征	肝豆状核变性患者脑MRI特征与临床表现的相关性研究肝豆状核变性,颅脑,磁共振成像,临床表现	颅脑原发性恶性淋巴瘤的MRI和MRS诊断脑,原发性非霍奇金淋巴瘤,MRI,MRS
膝关节置换  流行病	髋膝关节假体周围感染关节;假体感染;翻修;生物治疗;生物膜;综述	髋膝关节假体周围感染关节;假体感染;翻修;生物治疗;生物膜;综述
作者:左停	农村发展中的生计途径研究与实践生计,农村发展,综述	"从""最后一公里""到""第一公里""——对中国农村技术和信息传播理念的反思农业信息化,最后一公里,第一公里,农村信息传播"
阿尔茨海默 胆碱酯酶抑制剂	乙酰胆碱酯酶抑制剂的研究进展乙酰胆碱酯酶抑制剂,阿尔茨海默病,老年性,痴呆	阿尔茨海默病和血管性痴呆患者脑脊液中乙酰胆碱和胆碱检测及其临床意义阿尔茨海默病,痴呆,血管性,乙酰胆碱,胆碱,脑脊髓液
慢性完全闭塞	准分子激光冠脉斑块消融术在复杂冠脉病变中的临床应用准分子激光冠脉消融术,复杂冠脉病变,经皮冠状动脉介入治疗	比伐芦定在冠状动脉慢性完全闭塞病变经皮冠状动脉介入治疗围术期应用中的有效性和安全性临床观察比伐芦定,慢性完全闭塞病变,经皮冠状动脉介入治疗
医学与人类学的关系	疾病的文化隐喻与医学社会人类学的鉴别解释方法人类疾病,文化隐喻,医学社会人类学	"游魂、空间与荨麻疹——大理白族""姑悲惹""治疗仪式的医学人类学解读大理白族,游魂,荨麻疹,空间"
临床护理路径 老年高血压	临床护理路径对老年高血压病患者血压控制及生活质量影响的效果分析老年高血压病,临床护理路径,血压控制效果,生活质量评分	临床护理路径在厄贝沙坦片治疗高血压中的应用探讨临床护理路径;老年高血压;心理状态;护理影响
关键词:发电厂电气	基于DCS的发电厂电气系统改进和应用DCS,发电厂电气系统,故障处理	发电厂电气设备自动化技术的应用发电厂,电气设备,自动化技术,应用
洪水荷载	洪水演进模型及冲击荷载研究进展洪水,演进模型,波浪荷载,冲击荷载	溃坝洪水对构筑物冲击荷载的数值模拟溃坝洪水,浅水方程,冲击荷载,全局溃坝,局部溃坝,数值模拟
X70管线钢焊接	管线钢摩擦焊接头在饱和CO2环境中的电化学腐蚀性能研究摩擦焊;焊接接头;Ni镀层;占空比	大应变管线钢和钢管的关键技术进展及展望大应变管线钢,大应变钢管,变形行为评价,X70,X80,环焊缝,中缅管道,西气东输管道工程
国土空间基础信息平台	市级国土空间基础信息平台关键技术研究国土空间基础信息平台,智能网关,微服务,时空数据,交互式可视化	潍坊市国土空间基础信息平台设计自然资源,国土空间基础信息平台,数据中心,大数据
抗生素替代品	我国细菌耐药性问题及抗生素替代品的研发方向抗生素替代品,耐药性,抗菌肽,中草药,微生态制剂	动物性食品中抗生素残留的危害及防控动物性食品,抗生素残留,问题,对策
虚拟现实技术在临床医学中的应用	虚拟现实技术在临床医学教学中的应用虚拟现实,仿真技术,医学教育	互联网+虚拟现实技术教育模式在泌尿外科临床教学中的应用互联网+,虚拟现实技术,泌尿外科,临床教学
网络营销方案	电子商务环境下艺术品营销方案浅析——以景德镇陶瓷为例电子商务,网络营销,景德镇陶瓷	《网络营销》课程过程性考核体系设计研究网络营销,过程性考核方式,项目化教学
紫杉醇注射液的不良反应分析及临床合理应用	紫杉醇注射液的不良反应48例临床分析紫杉醇注射液,不良反应,临床分析	222例抗肿瘤药致不良反应报告分析抗肿瘤药,不良反应,分析,合理用药
小微企业定义	我国小微企业财务风险分析与控制小微企业,财务风险,控制	基于改进动态组合评价方法的小微企业信用评价研究小微企业,信用评分,动态组合评价,成长因子
聚醚醚酮（PEEK）	GO-PEEK复合材料的骨诱导功能聚醚醚酮;氧化石墨烯;骨髓间充质干细胞;成骨	聚醚醚酮表面接枝聚丙烯酸及其成骨细胞相容性聚醚醚酮;表面改性;聚丙烯酸;成骨细胞;细胞相容性
(co2监测) Date:2016-*	基于双面金属包覆光波导传感器的地铁CO2气体监测系统设计地铁,双面金属包覆光波导,CO2气体传感器,ZigBee,监测系统	无人机遥感监测技术在CO2地质封存泄漏风险事故监测中的应用CO2地质封存,无人机遥感监测,高斯模型,环境背景值,泄漏风险
中国亚热带常绿阔叶林	古田山亚热带常绿阔叶林树皮厚度的变异特征树皮厚度,常绿阔叶林,功能性状,生态位分化,物种共存	中国亚热带常绿阔叶林优势种及常见种的分布与Kira指标的关系常绿阔叶林,优势种及常见种,温暖指数,寒冷指数,湿润指数,水热分布类群
分离胶促凝管	分离胶促凝管与普通干燥管在生化分析中的差异性研究生化分析,普通干燥管,分离胶促凝管	分离胶促凝管和普通促凝真空管在临床化验中的应用比较生化检验,血清,促凝管
带状疱疹性神经痛	离子通道药物在带状疱疹神经痛中的临床应用电压门控离子通道药物,带状疱疹神经痛,药物治疗	护理干预在带状疱疹后神经痛患者治疗中的效果研究带状疱疹后神经痛,针对性护理干预,康复总有效率,生活质量
